roll_call_id,people_id,vote,vote_desc
1066378,9130,2,Nay
1066378,9131,2,Nay
1066378,9132,2,Nay
1066378,9133,2,Nay
1066378,9134,2,Nay
1066378,9135,2,Nay
1066378,9136,2,Nay
1066378,9137,2,Nay
1066378,9138,2,Nay
1066378,9139,2,Nay
1066378,9140,2,Nay
1066378,9141,2,Nay
1066378,9142,2,Nay
1066378,9143,2,Nay
1066378,9144,2,Nay
1066378,9145,2,Nay
1066378,9146,2,Nay
1066378,9147,2,Nay
1066378,9148,2,Nay
1066378,9149,2,Nay
1066378,9150,2,Nay
1066378,9151,2,Nay
1066378,9152,2,Nay
1066378,9153,1,Yea
1066378,9154,2,Nay
1066378,9155,2,Nay
1066378,9156,1,Yea
1066378,9157,1,Yea
1066378,9158,1,Yea
1066378,9159,2,Nay
1066378,9160,2,Nay
1066378,9161,2,Nay
1066378,9162,1,Yea
1066378,9163,1,Yea
1066378,9164,1,Yea
1066378,9166,2,Nay
1066378,9167,2,Nay
1066378,9168,1,Yea
1066378,9169,1,Yea
1066378,9170,2,Nay
1066378,9171,1,Yea
1066378,9172,1,Yea
1066378,9173,1,Yea
1066378,9174,1,Yea
1066378,9175,2,Nay
1066378,9176,1,Yea
1066378,9177,1,Yea
1066378,9178,1,Yea
1066378,9179,1,Yea
1066378,9180,2,Nay
1066378,9181,1,Yea
1066378,9182,1,Yea
1066378,9183,1,Yea
1066378,9184,1,Yea
1066378,9185,1,Yea
1066378,9186,1,Yea
1066378,9187,2,Nay
1066378,9188,1,Yea
1066378,9189,2,Nay
1066378,9190,1,Yea
1066378,9191,1,Yea
1066378,9192,1,Yea
1066378,9193,1,Yea
1066378,9194,1,Yea
1066378,9195,1,Yea
1066378,9196,1,Yea
1066378,9197,1,Yea
1066378,9198,1,Yea
1066378,9199,1,Yea
1066378,9200,1,Yea
1066378,9201,2,Nay
1066378,9202,1,Yea
1066378,9203,1,Yea
1066378,9204,1,Yea
1066378,9205,1,Yea
1066378,9206,1,Yea
1066378,9207,1,Yea
1066378,9208,1,Yea
1066378,9209,1,Yea
1066378,9210,1,Yea
1066378,9211,1,Yea
1066378,9212,1,Yea
1066378,9213,1,Yea
1066378,9214,1,Yea
1066378,9215,1,Yea
1066378,9216,1,Yea
1066378,9217,1,Yea
1066378,9218,1,Yea
1066378,9219,1,Yea
1066378,9220,1,Yea
1066378,9221,1,Yea
1066378,9222,1,Yea
1066378,9223,1,Yea
1066378,9224,1,Yea
1066378,9225,1,Yea
1066378,9226,1,Yea
1066378,9227,1,Yea
1066378,9228,1,Yea
